DisNo.,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected,"Total Damage, Adjusted ('000 US$)",Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium"
2005-0132-ZAF,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ZAF,South Africa,Sub-Saharan Africa,Africa,"Klerksdorp, Stilfontein villages (Dr Kenneth Kaunda District Municipality district, North West province)",No,No,No,,5.0,Moment Magnitude,-26.913,26.789,,2005.0,3.0,9.0,2005.0,3.0,9.0,58.0,31205.0,,
2005-0321-CHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,"Iquique, Alto Hospicio towns (Iquique district, Tarapaca province), Pozo Almonte, Pica, Camina, Huara, Colchane towns (Tamarugal district, Tarapaca province)",No,No,Yes,150.0,7.8,Moment Magnitude,-19.987,-69.197,,2005.0,6.0,13.0,2005.0,6.0,13.0,27645.0,7801.0,,
2005-0575-IND,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),Yes,No,No,,7.6,Moment Magnitude,34.539,73.588,,2005.0,10.0,8.0,2005.0,10.0,8.0,156622.0,1560239.0,,
2005-0575-PAK,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,"Bisham Tehsil, Chakisar Tehsil areas (Shangla District district, North-West Frontier province), Palas Sub-Division area (Kohistan District district, North-West Frontier province), Abbottabad District, Mansehra District, Batagram District districts (North-West Frontier province), Gujranwala District, Gujrat District, Rawalpindi District districts (Punjab province), Islamabad District district (Islamabad province),",Yes,No,No,,7.6,Moment Magnitude,34.539,73.588,,2005.0,10.0,8.0,2005.0,10.0,8.0,5128309.0,8113243.0,,
2006-0007-IDN,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,Asia,"Sijeruk village (Banjarnegara district, Jawa Tengah province)",No,No,No,,,,-8.02,113.34,,2006.0,1.0,1.0,2006.0,1.0,4.0,8313.0,40810.0,,
2006-0039-BOL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Trinidad city (Cercado district, Beni province), San Borja, Rurrenabaque cities (General Jose Ballivi district, Beni province), Riberalta city (Vaca Diez district, Beni province), Viloma city (Quillacollo district, Cochabamba province), Tiraque district (Cochabamba province), La Paz city (Murillo district, La Paz province), Luribay city (Loayza district, La Paz province), Papel Pampa, San Pedro de Curahuara municipalities (Gualberto Villarroel district, La Paz province), Los Yungas (Sur Yungas, Nor Yungas, Caranavi districts, La Paz province), Jorochito, Tiquipaya, Pailas, El Espino cites (Andres Ibanez district, Santa Cruz province), Boyuibe city (Cordillera district, Santa Cruz province), Cuatro Canadas, San Julian municipalities (Nuflo de Chavez district, Santa Cruz province), Okinawa city (Warnes district, Santa Cruz province), Villa Montes municipality (Gran Chaco district, Tarija province), Chuquisaca, Pando, Potosi provinces",Yes,Yes,Yes,2932.0,955800.0,Km2,-16.03,-63.43,"Rio Grande, Guanay, Tipuani, Mapiri, Challana",2006.0,1.0,25.0,2006.0,4.0,17.0,126096.0,52902.0,,
2006-0040-PHL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Nueva Ecija, Aurora districts (Region III province), Kalinga, Abra districts (CAR province), Cagayan, Isabela districts (Region II province), Quezon district (Region IV-A province)",No,No,No,,63470.0,Km2,17.02,121.82,"Tupingan, Pampanga, Cagayan",2006.0,1.0,26.0,2006.0,2.0,5.0,256641.0,14510.0,,
2006-0041-GUY,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GUY,Guyana,Latin America and the Caribbean,Americas,"Barima Waini (region N°1), Pomeroon/supenaam (region N°2), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), East Berbice/corentyne (region N°6) provinces",No,Yes,Yes,,24224.0,Km2,6.89,-58.66,"Mahaica, Pomeroon, Demerara, Mahiacony, Abary",2006.0,1.0,8.0,2006.0,2.0,14.0,35000.0,255440.0,,
2006-0043-AUS,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,AUS,Australia,Australia and New Zealand,Oceania,"Wyndham-East Kimberley, Ashburton, East Pilbara, Port Hedland, Roebourne, Upper Gascoyne districts (Western Australia province)",No,No,No,,,Kph,-23.26,116.94,,2006.0,1.0,9.0,2006.0,1.0,31.0,1500.0,3558.0,,
2006-0061-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Mojiang area (Pu'er district, Yunnan Sheng province)",No,No,No,,4.6,Moment Magnitude,23.282,101.693,,2006.0,1.0,12.0,2006.0,1.0,12.0,68761.0,10429.0,,
2006-0065-IRQ,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IRQ,Iraq,Western Asia,Asia,"Erbil, Salah al-Din, Kirkuk, Diyala, Missan provinces",No,No,No,,77640.0,Km2,34.21,45.49,Tigris,2006.0,2.0,4.0,2006.0,2.0,12.0,41890.0,1965.0,,
2006-0069-IDN,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,Asia,"Lombok Barat, Lombok Tengah, Lombok Timur, Kota Mataram districts (Nusatenggara Barat province), Belu, Timor Tengah Selatan, Timor Tengah Utara, Kupang, Rotendao, Kota Kupang districts (Nusatenggara Timur province), Bali province",No,No,No,,,,-8.44,117.29,,2006.0,1.0,22.0,2006.0,1.0,27.0,3000.0,16540.0,,
2006-0071-FJI,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,FJI,Fiji,Melanesia,Oceania,Macuata district (Northern province),No,No,No,,2370.0,Km2,-16.45,179.65,"Waiqele, Naseakula",2006.0,2.0,4.0,2006.0,2.0,9.0,224.0,756.0,,
2006-0074-IDN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Lasem, Pamotan, Sedan areas (Rembang district, Jawa Tengah province), Demak, Kota Semarang, Semarang districts (Jawa Tengah province), Indramayu district (Jawa Barat province), Dki Jakarta province ",No,No,No,,73070.0,Km2,-6.85,108.59,"Karanggeneng, Beringin, Cimanuk, Cilalanang, Cipanas, Cipunegara",2006.0,1.0,26.0,2006.0,2.0,14.0,10000.0,40961.0,,
2006-0088-DZA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,Tindouf province,Yes,No,No,2962.0,180500.0,Km2,27.67,-5.91,Illizi,2006.0,2.0,10.0,2006.0,2.0,15.0,60000.0,1814.0,,
2006-0093-ECU,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ECU,Ecuador,Latin America and the Caribbean,Americas,"Quevedo, Babahoyo, Vinces, Baba, Urdaneta, Montalvo districts (Los Rios province), Santa Rosa, Portovelo, Huaquillas, Arenillas districts (El Oro province), Salitre district (Gayas province), Eloy Alfaro district (Esmeraldas province), Portoviejo, Montecristi, Chone, Tosagua, Rocafuerte, Sucre district (Manabi province), Pichincha, Santa Elena, Santo Domingo de los Tsachilas, Zona No Delimitada provinces",Yes,No,No,1670.0,30150.0,Km2,-2.23,-79.98,"Guayas, Babahoyo, San Pablo, Catarama",2006.0,2.0,16.0,2006.0,5.0,6.0,57670.0,4232.0,,
2006-0099-IDN,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,"Kota Manado, Minahasa districts (Sulawesi Utara province)",No,No,No,,33830.0,Km2,1.07,124.66,Rano Wangko,2006.0,2.0,13.0,2006.0,2.0,23.0,17539.0,37787.0,,
2006-0108-NAM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,NAM,Namibia,Sub-Saharan Africa,Africa,Mariental Urban district (Hardap province),No,No,No,97.0,16110.0,Km2,-24.53,17.98,"Fish, Schlip, Kub",2006.0,2.0,24.0,2006.0,2.0,28.0,2100.0,12832.0,,
2006-0139-AUS,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,AUS,Australia,Australia and New Zealand,Oceania,Cairns district (Queensland province),No,No,Yes,,290.0,Kph,-17.91,145.54,,2006.0,3.0,20.0,2006.0,4.0,2.0,7030.0,1783546.0,,
2006-0153-IRN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Aleshtar village (Selseleh district, Lorestan province), Silakhor village (Dorud district, Lorestan province), Borugerd, Khorramabad districts (Lorestan province)",No,No,No,5315.0,6.1,Moment Magnitude,33.5,48.78,,2006.0,3.0,31.0,2006.0,3.0,31.0,161418.0,63878.0,,
2006-0180-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",No,No,Yes,,44110.0,Km2,37.69,-99.99,"Merced, Consumes, San Joaquin, Sacramento, Navarro",2006.0,4.0,4.0,2006.0,4.0,17.0,600.0,391473.0,,
2006-0181-ZAF,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Taung town (Greater Taung area, Dr Ruth Segomotsi Mompati district, North West province)",No,No,No,,2500.0,Km2,-27.44,24.83,,2006.0,3.0,26.0,2006.0,3.0,30.0,4160.0,107315.0,,
2006-0214-RUS,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,RUS,Russian Federation,Eastern Europe,Europe,"Apuka, Khailino and Vyvenka villages, Korf-Tilichiki area (Koryakskiy Okrug province)",No,No,No,,7.6,Moment Magnitude,60.949,167.089,,2006.0,4.0,20.0,2006.0,4.0,20.0,12040.0,83131.0,,
2006-0223-NZL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,NZL,New Zealand,Australia and New Zealand,Oceania,"Mosgiel, Dunedin, Oamaru, Waitati, Taieri Plains areas (Otago province)",No,No,No,,4630.0,Km2,-45.69,170.37,"Taieri, Silver, Stream, Leith",2006.0,4.0,26.0,2006.0,4.0,28.0,1200.0,4534.0,,
2006-0225-RUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,"Turochak, Biisk, Krasnogorskoye, Klepikovo, Barnaul cities (Altayskiy Kray province), Turochak city(Altay Rep. province) ",No,No,No,,144900.0,Km2,50.78,87.14,"Marutska, Biya, Katun, Kurya, Ob, Lebed",2006.0,4.0,21.0,2006.0,5.0,11.0,420.0,11202.0,,
2006-0245-IRN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Ardebil province,No,No,No,,18310.0,Km2,38.69,47.88,,2006.0,5.0,8.0,2006.0,5.0,13.0,2800.0,24184.0,,
2006-0250-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Guizhou Sheng province,No,No,No,,175200.0,Km2,26.92,106.58,,2006.0,4.0,21.0,2006.0,5.0,15.0,36900.0,54413.0,,
2006-0251-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Shantou district (Guangdong province), Fujian province",No,No,No,,,Kph,25.97,118.77,,2006.0,5.0,18.0,2006.0,5.0,22.0,3150000.0,717953.0,,
2006-0260-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"New Hampshire, Maine, Massachusetts provinces",No,No,Yes,,42910.0,Km2,43.16,-70.79,"Merrimack, Salmon Falls, Warner, Baker, Connecticut, Contoocook, Pemigewasset, Piscataqua, Saco, Smith, Souhegan, Spicket, Sugar, Turkey, Newfound, Powow, Lamprey, Aberjona, Assabet, Blackstone, Charles, Concord, Ipswich, Merrimack, Nashua, Neponset, North Nashua, Shawsheen, Spicket, Squannacook, Sudbury, Mousam, Presumpscot, Swift",2006.0,5.0,11.0,2006.0,5.0,22.0,2500.0,128476.0,,
2006-0264-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Fujian Sheng province,No,No,No,,76600.0,Km2,26.75,118.57,"Mi, Bashili, Pearl",2006.0,5.0,30.0,2006.0,6.0,9.0,356000.0,594012.0,,
2006-0270-THA,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,Asia,"Nan, Phrae, Lampang, Sukhothai, Uttaradit provinces",Yes,No,No,201.0,78280.0,Km2,18.18,100.15,"Yom, Nan, Upper CHao Praya",2006.0,5.0,22.0,2006.0,6.0,11.0,342895.0,37787.0,,
2006-0279-IDN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Kulonprogo, Sleman, Kota Yogyakarta, Gunungkidul, Bantul districts (Daerah Istimewa Yogyakarta province), Purworejo, Kota Klaten, Magelang, Klaten, Boyolali districts (Jawa Tengah province)",Yes,No,No,88051.0,6.3,Moment Magnitude,-7.961,110.446,,2006.0,5.0,26.0,2006.0,5.0,26.0,3177923.0,4685587.0,,
2006-0298-CHN,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,Asia,"Wangmo Xian area (Qianxinan Buyei and Miao district, Guizhou Sheng province), Luodian Xian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Qianxi Xian area (Bijie district, Guizhou Sheng province), Anshun district (Guizhou Sheng province)",No,No,No,,11680.0,Km2,25.51,106.51,,2006.0,6.0,12.0,2006.0,6.0,16.0,12000.0,213119.0,,
2006-0299-TWN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Nantou, Taichung, Hsinchu, Changhua, Chiayi, Kaohsiung areas (Taiwan Sheng province)",No,No,No,,14310.0,Km2,24.07,120.79,,2006.0,6.0,10.0,2006.0,6.0,13.0,300.0,175528.0,,
2006-0306-RUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,"Lens, Olekminsk regions (Sakha Rep. province)",No,No,No,,274800.0,Km2,58.33,114.58,"Upper Lena, Vitim",2006.0,6.0,4.0,2006.0,6.0,12.0,1300.0,188935.0,,
2006-0311-IDN,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,"Sinjai, Jeneponto, Bulukumba, Bantaeng, Luwu Utara, Bone, Gowa, Sidenrengrappang, Selayar, Wajo, Soppeng (Sulawesi Selatan province)",No,No,No,144.0,3100.0,Km2,-5.17,120.11,,2006.0,6.0,19.0,2006.0,6.0,23.0,29231.0,83434.0,,
2006-0333-UKR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,UKR,Ukraine,Eastern Europe,Europe,"South Crimea area, Belogorsky district (Krym province) ; L'vivs'ka, Ivano-frankivs'ka, Chernivets'ka oblast province",No,No,No,,600.0,Km2,45.09,34.62,,2006.0,7.0,2.0,2006.0,7.0,3.0,5000.0,36056.0,,
2006-0336-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Si Xian, Xiao Xian areas (Suzhou district, Anhui Sheng province), Fengyang Xian area (Chuzhou district, Anhui Sheng province), Bozhou Shi, Fuyang Shi areas (Name Unknown (12994) district, Anhui Sheng province), Dafeng Shi area (Yancheng district, Jiangsu Sheng province), Bengbu, Huaibei districts (Anhui Sheng province), Henan Sheng province",No,No,No,,22760.0,Km2,34.04,117.03,43710,2006.0,6.0,28.0,2006.0,7.0,6.0,4120000.0,1026295.0,,
2006-0339-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Sandu Shui Zizhixian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Rongjiang Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province)",No,No,No,,11360.0,Km2,26.01,108.45,Duliujiang,2006.0,6.0,25.0,2006.0,6.0,26.0,270000.0,9825.0,,
2006-0341-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Maryland, Pennsylvania, New York, Delaware, Virginia, New Jersey provinces",No,No,No,,122600.0,Km2,40.41,-75.78,,2006.0,6.0,25.0,2006.0,7.0,1.0,65000.0,1511480.0,,
2006-0344-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",No,No,No,,6780.0,Km2,41.41,-86.91,"Huron, Cuyahoga",2006.0,6.0,22.0,2006.0,6.0,25.0,2400.0,10580.0,,
2006-0362-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Fujian Sheng, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Zhejiang Sheng, Guangxi Zhuangzu Zizhiqu provinces",No,No,No,,,Kph,24.0,112.11,,2006.0,7.0,16.0,2006.0,7.0,19.0,29622000.0,5025670.0,,
2006-0362-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",No,No,No,,120.0,Kph,24.0,112.11,,2006.0,7.0,11.0,2006.0,7.0,17.0,51680.0,4534.0,,
2006-0367-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Qinzhou, Yulin districts (Guangxi Zhuangzu Zizhiqu province)",No,No,No,,20120.0,Km2,22.35,109.4,,2006.0,7.0,7.0,2006.0,7.0,11.0,1400000.0,46856.0,,
2006-0372-IDN,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,Asia,"Tasikmalaya, Kota Tasikmalaya, Ciamis, Sukabumi, kota Sukabumi, Garut districts (Jawa Barat province), Cilacap, Kebumen, Banyumas districts (Jawa Tengah province), Gunungkidul, Bantul district (Daerah Istimewa Yogyakarta province)",Yes,No,No,3817.0,7.7,Moment Magnitude,-9.284,107.419,,2006.0,7.0,17.0,2006.0,7.0,17.0,35543.0,83131.0,,
2006-0373-ECU,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,ECU,Ecuador,Latin America and the Caribbean,Americas,"Pelileo, Patate, Banos, Cevallos, Tisaleo, Mocha, Quero districts (Tungurahua province), Guano, Penipe districts (Chimborazo province) ; Bolivar, Pastaza, Los Rios, Guayas, Manabi provinces",Yes,Yes,Yes,8040.0,,,-1.467,-78.442,,2006.0,7.0,14.0,2006.0,8.0,17.0,300013.0,226722.0,,
2006-0388-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng, Hunan Sheng provinces",No,No,No,,,Kph,26.39,117.28,,2006.0,7.0,24.0,2006.0,7.0,28.0,6531000.0,554713.0,,
2006-0388-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,Region III (Central Luzon) province,No,No,No,,,Kph,26.39,117.39,,2006.0,7.0,24.0,2006.0,7.0,28.0,200355.0,712.0,,
2006-0405-TJK,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,Asia,"Kumsangir village (Kolhosobadskiy districts, Khatlon province), Panj Jamoat village (Piynjskiy districts, Khatlon province)",Yes,Yes,No,257.0,5.6,Moment Magnitude,37.255,68.828,,2006.0,7.0,29.0,2006.0,7.0,29.0,15427.0,33253.0,,
2006-0410-CHN,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",No,No,No,,,Kph,21.11,110.11,,2006.0,8.0,3.0,2006.0,8.0,6.0,10000000.0,1360332.0,,
2006-0410-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,Quirino district (Region II (Cagayan Valley) province),No,No,No,,,Kph,21.11,110.11,,2006.0,8.0,2.0,2006.0,8.0,6.0,15000.0,204050.0,,
2006-0415-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,"Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)",No,No,No,,,Kph,15.86,120.74,,2006.0,6.0,30.0,2006.0,8.0,2.0,476027.0,975.0,,
2006-0417-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",No,No,No,4474.0,165400.0,Km2,20.19,73.82,"Narmada, Pooma, Puma, Ambika",2006.0,7.0,28.0,2006.0,9.0,12.0,4000065.0,5123916.0,,
2006-0422-ETH,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Dire Dawa district (Dire Dawa province), Addis Ketema, Genfele, Coca Cola, Aftessa boroughs (Region 14 district, Addis Ababa province)",No,No,No,,4225.0,Km2,9.67,42.19,"Dechatu, Dire Dawa",2006.0,8.0,5.0,2006.0,8.0,8.0,10096.0,4837.0,,
2006-0431-ZAF,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Eastern Cape, Western Cape provinces",No,No,No,,21840.0,Km2,-33.538,26.3,Chatty river,2006.0,8.0,2.0,2006.0,8.0,4.0,3000.0,219165.0,,
2006-0446-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Thuan, Nghe An, Quang Binh, Quang Tri, Dak Lak, Dong Nai, Lam Dong, Cao Bang, Ha Tinh, Thua Thien Hue, Dak Lak, Dak Nong, Yen Bai, Thanh Hoa, Phu Tho provinces",No,No,No,,119500.0,Km2,17.76,106.15,Dong Nai River,2006.0,8.0,12.0,2006.0,8.0,30.0,50020.0,12092.0,,
2006-0461-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,Alaska province,No,No,No,,95940.0,Km2,62.45,-99.99,"Little Sustina, Kahiltna, Sheridan, Eyak, Lake Creek, Campbell Creek",2006.0,8.0,19.0,2006.0,8.0,24.0,150.0,23428.0,,
2006-0466-USA,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,"South Carolina, North Carolina, Virginia provinces",No,No,No,,119.0,Kph,34.74,-77.87,,2006.0,8.0,2.0,2006.0,9.0,7.0,140.0,49667.0,,
2006-0505-MEX,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,"Culiacan, Elota, Mazatlan, Escuinapa, El Rosario, San Ignacio, Salvador Alvarado, Concordia, Cosala districts (Sinaloa province)",No,No,No,,250.0,Kph,24.47,-107.04,,2006.0,9.0,16.0,2006.0,9.0,18.0,240700.0,4081.0,,
2006-0517-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces",No,No,Yes,,160.0,Kph,16.68,107.21,,2006.0,9.0,27.0,2006.0,10.0,6.0,3842406.0,170797.0,,
2006-0517-VNM,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces",No,No,No,,148.0,Kph,16.68,107.21,,2006.0,9.0,27.0,2006.0,10.0,6.0,1467925.0,943163.0,,
2006-0530-THA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Chiang Rai, Chiang Mai, Mae Hong Son, Lamphun, Lampang, Phrae, Phayao, Uttaradit, Phetchabun, Phitsanulok, Sukhothai, Tak, Kampaeng Phet, Nakhon Sawan, Uthai Thani, Phichit, Chainat, Singburi, Ang Thong, Phra Nakhon Si Ayudhya, Lopburi, Saraburi, Pathum Thani, Nonthaburi, Nakhon Nayok, Chachoengsao, Phachinburi, Chonburi, Chanthaburi, Chaiyaphum, Khon Kaen, Surat Thani, Nakhon Si Thammarat, Phangnga provinces",No,No,No,,175800.0,Km2,18.76,100.02,"Yom, Nan, Mae Rim, Wang, Doi Suthep, Noi, Chao Praya, Pa Sak, Lop Buri, Pran Buri",2006.0,8.0,20.0,2006.0,12.0,13.0,2212413.0,15024.0,,
